1,26,1,1,3,1,2,11,41,1,2,1
1,41,2,1,4,1,1,9,60,1,2,2
1,46,1,2,4,1,1,9,60,2,2,2
4,24,1,3,4,1,1,9,60,2,2,2
1,29,2,1,5,1,1,9,60,1,2,2
2,41,2,1,6,1,2,9,52,2,2,1
2,72,1,1,6,1,2,9,52,2,2,1
1,19,1,1,6,1,2,3,30,2,2,3
1,38,1,2,6,1,1,3,39,2,2,4
1,68,1,2,6,2,2,9,70,2,2,2
1,0,1,1,6,2,2,4,85,2,1,2
1,18,2,2,6,1,2,3,70,2,2,4
7,56,1,1,7,1,2,3,2,2,2,4
2,29,1,2,7,1,2,10,62,2,2,1
6,29,1,1,5,2,2,3,30,2,2,4
1,57,1,2,5,2,2,10,73,2,2,1
1,23,1,2,2,2,2,1,3,2,2,1
1,42,1,1,2,2,2,9,83,1,2,1
2,27,1,2,3,2,2,2,3,2,2,1
4,29,1,1,7,2,2,9,22,2,2,1
1,46,2,1,7,2,2,9,30,2,2,1
5,20,2,2,2,2,2,7,35,2,2,2
2,19,1,2,6,2,2,9,30,2,2,3
2,19,1,2,6,2,2,9,30,2,2,3
1,25,2,2,4,2,2,9,70,2,2,1
1,18,2,2,6,2,2,9,69,2,2,2
1,33,2,1,7,2,2,9,7,1,2,2
1,19,2,2,7,2,2,4,12,2,1,2
1,33,1,2,5,2,2,9,40,2,2,5
1,23,1,2,2,1,2,3,33,2,2,4
1,54,2,2,4,2,2,9,70,2,2,2
1,33,1,2,7,2,2,9,22,2,2,2
1,42,1,2,5,2,2,9,54,2,2,2
1,33,1,1,5,2,2,9,11,1,2,2
4,36,2,2,5,2,2,10,62,2,2,4
1,53,2,2,4,2,2,9,22,2,2,2
1,30,1,1,7,1,2,9,60,1,2,2
2,32,2,2,4,2,2,9,73,2,2,2
1,27,1,2,4,2,2,9,73,2,2,2
2,50,1,2,5,2,2,3,22,2,2,4
3,24,1,1,5,2,2,2,69,2,2,1
2,35,1,2,5,2,2,9,36,2,2,2
2,46,1,2,3,2,2,9,36,2,2,2
2,22,2,2,3,2,2,9,34,2,2,2
1,61,1,1,4,2,2,9,11,1,2,1
1,58,2,2,4,2,2,4,69,2,2,1
2,62,2,2,3,2,2,9,33,2,2,2
1,52,1,2,3,2,2,10,3,2,2,2
1,44,1,2,6,1,2,3,33,2,2,4
1,38,1,2,6,2,2,9,30,2,2,2
1,45,1,2,2,2,2,9,59,2,2,2
1,19,2,2,2,1,1,3,30,2,2,3
2,34,1,2,7,1,2,3,33,2,2,4
2,27,1,2,7,1,2,3,33,2,2,4
1,75,1,1,7,1,2,9,28,1,2,1
2,24,1,2,7,2,2,9,52,2,2,2
1,23,1,2,4,2,2,10,63,1,2,2
3,27,1,2,4,2,2,9,31,2,2,5
1,45,2,2,4,2,2,10,69,2,2,2
1,39,1,2,7,2,2,9,72,2,2,2
1,50,1,3,7,2,2,9,72,2,2,2
3,51,1,2,4,2,2,1,62,2,2,2
1,17,1,2,6,2,2,9,30,2,2,2
2,37,1,2,5,2,2,4,73,2,2,1
2,0,1,1,5,2,2,4,73,2,2,1
1,18,2,2,5,1,2,9,22,2,2,2
1,33,1,2,5,2,1,6,62,2,2,2
1,43,1,2,2,2,2,9,35,2,2,2
4,41,2,2,2,2,2,1,69,2,2,1
1,25,2,2,6,2,2,10,69,2,2,1
5,27,1,1,5,1,2,3,22,2,2,4
5,0,2,1,5,1,2,3,22,2,2,4
5,42,2,1,1,1,2,3,22,2,2,4
5,28,2,1,1,1,2,3,22,2,2,4
5,33,2,1,1,1,2,3,22,2,2,4
1,47,1,2,5,1,1,9,38,2,2,2
1,39,2,1,4,1,2,3,30,2,2,4
1,27,2,2,4,1,2,9,55,2,2,5
1,21,1,2,5,2,2,9,66,2,2,2
1,56,1,2,3,2,2,10,62,2,2,2
1,71,1,2,3,2,2,9,30,2,2,2
2,24,1,2,7,2,2,9,30,2,2,2
2,23,2,2,7,2,2,9,30,2,2,2
3,26,1,2,7,2,2,9,62,2,2,2
2,19,1,2,6,1,2,10,62,2,2,1
2,20,2,2,6,1,2,10,62,2,2,1
3,40,2,2,6,1,2,10,62,2,2,1
3,12,1,2,6,1,2,10,62,2,2,1
3,0,2,2,7,1,2,10,62,2,2,1
1,20,1,2,7,1,2,2,62,2,2,1
1,46,1,2,4,1,2,3,62,2,2,4
2,75,1,2,4,2,2,9,30,2,2,2
2,70,2,2,4,2,2,9,30,2,2,2
1,34,1,2,4,2,2,7,3,2,2,2
1,41,1,2,4,2,2,5,62,2,2,2
1,34,2,2,6,2,2,9,62,2,2,2
3,33,1,2,6,2,2,9,62,2,2,2
1,35,2,1,5,1,2,2,11,1,2,1
2,31,1,1,5,1,2,3,37,2,2,4
2,27,1,1,5,1,2,3,37,2,2,4
1,58,2,2,3,2,2,3,62,2,2,4
1,39,2,1,3,1,2,9,11,1,2,1
2,46,2,2,5,2,2,10,62,2,2,2
1,38,2,2,5,2,2,9,62,2,2,1
1,72,1,2,6,2,2,9,2,2,2,2
1,26,1,2,6,2,2,9,22,2,2,2
1,42,1,2,5,2,2,7,55,2,2,1
1,28,1,2,5,2,1,9,59,2,2,1
1,50,1,2,4,2,2,10,61,2,1,2
1,51,1,1,7,2,2,9,28,1,2,2
1,21,1,2,7,2,2,3,52,2,2,4
2,19,1,3,2,1,2,3,22,2,2,4
2,18,1,2,1,1,2,3,22,2,2,4
1,23,1,2,1,1,2,3,22,2,2,4
1,18,2,2,1,2,2,5,62,2,2,1
2,0,1,2,5,2,2,4,73,2,2,1
2,30,2,2,3,2,2,10,73,2,2,1
1,38,1,2,2,2,2,9,62,2,2,1
2,51,1,2,2,2,2,9,17,2,2,1
2,14,1,2,2,2,2,1,3,2,2,1
2,32,1,2,2,2,2,10,3,2,2,1
2,17,1,2,4,2,2,10,3,2,2,1
1,0,2,1,4,2,2,9,28,1,2,2
2,54,1,2,6,2,2,8,31,2,2,1
2,43,1,2,5,2,2,8,31,2,2,1
1,52,2,2,6,2,2,9,62,2,2,2
3,29,2,1,2,1,2,9,22,2,2,1
1,32,2,2,3,2,2,2,3,2,2,1
1,72,2,2,3,2,2,10,3,2,2,1
1,0,2,1,4,2,2,11,43,1,2,5
2,63,2,2,7,2,2,9,73,2,2,2
2,35,2,2,4,2,2,9,73,2,2,2
1,44,1,2,2,1,2,3,30,2,2,4
1,54,1,2,2,2,2,1,62,2,2,1
4,31,2,2,3,2,2,4,17,2,2,1
4,33,1,2,3,2,2,4,17,2,2,1
1,29,2,1,4,2,1,9,22,2,2,1
5,12,1,1,3,2,2,9,10,2,2,1
1,20,2,2,4,2,2,9,22,2,2,2
